time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-05-12T08:06:41.490Z,40.5973333,-124.8203333,23.7,2.62,md,33,276,0.3876,0.19,nc,nc73180645,2019-05-14T04:49:03.305Z,"47km W of Ferndale, CA",earthquake,1.34,10.47,0.219,28,reviewed,nc,nc
2019-05-12T07:53:02.514Z,36.8831,-97.4418,4.03,2.8,mb_lg,,71,0.132,0.37,us,us70003jzt,2019-08-01T17:15:13.040Z,"16km WNW of Blackwell, Oklahoma",earthquake,1.1,2.7,0.052,95,reviewed,us,us
2019-05-12T02:48:07.213Z,31.1178,-103.2116,5,2.9,ml,,52,0.22,0.35,us,us70003jxk,2019-08-01T17:15:12.040Z,"40km NW of Fort Stockton, Texas",earthquake,1.7,2,0.097,64,reviewed,us,us
2019-05-11T21:16:51.193Z,34.762,-97.5863,5,2.5,ml,,126,0.992,0.41,us,us70003kpu,2019-08-01T17:15:17.040Z,"8km S of Lindsay, Oklahoma",earthquake,4.9,2,0.48,12,reviewed,us,ok
2019-05-11T21:16:49.953Z,34.7679,-97.5606,5,2.8,mb_lg,,35,0.144,0.48,us,us70003jw9,2019-08-01T17:15:12.040Z,"8km SSE of Lindsay, Oklahoma",earthquake,0.9,1.7,0.052,96,reviewed,us,us
2019-05-11T19:48:07.890Z,42.1015,-119.793666666667,1.6,2.52,ml,10,156,,0.43,uw,uw61522412,2019-08-01T17:15:18.040Z,"46km ESE of Lakeview, Oregon",earthquake,1.49,2.31,0.0843215621610609,7,reviewed,uw,uw
2019-05-11T14:06:48.667Z,39.2781,-99.4739,5,3,mb_lg,,143,0.506,0.67,us,us70003jt2,2019-08-01T17:15:11.040Z,"15km WNW of Plainville, Kansas",earthquake,3.7,2,0.047,120,reviewed,us,us
2019-05-11T12:21:49.098Z,35.4086,-97.9124,5,2.7,mb_lg,,23,0.212,0.4,us,us70003js8,2019-08-01T17:15:10.040Z,"3km NE of Union City, Oklahoma",earthquake,0.9,1.7,0.053,94,reviewed,us,us
2019-05-11T09:59:26.980Z,38.9065,-123.149,3.47,2.67,md,59,62,0.0479,0.07,nc,nc73180210,2019-05-13T23:05:03.123Z,"16km NW of Cloverdale, CA",earthquake,0.12,0.32,0.178,43,reviewed,nc,nc
2019-05-11T09:18:14.490Z,32.4106667,-115.2126667,11.27,2.5,ml,27,106,0.07859,0.36,ci,ci38589112,2019-05-13T16:57:01.250Z,"6km NNW of Delta, B.C., MX",earthquake,0.55,1.43,0.178,35,reviewed,ci,ci
2019-05-11T08:47:57.650Z,31.5978,-114.504,10,2.9,ml,,117,0.632,1,us,us70003lsf,2019-08-01T17:15:18.040Z,"74km NNE of San Felipe, Mexico",earthquake,4.2,2,0.055,44,reviewed,us,us
2019-05-11T06:32:40.862Z,31.5158,-114.5462,10,3.5,ml,,118,0.543,0.7,us,us70003jpu,2019-08-01T17:15:10.040Z,"64km NNE of San Felipe, Mexico",earthquake,4.2,2,0.062,34,reviewed,us,us
2019-05-11T05:53:25.140Z,36.6565,-121.2741667,4.72,2.74,md,57,55,0.05012,0.05,nc,nc73180160,2019-05-13T21:18:02.521Z,"15km SSE of Tres Pinos, CA",earthquake,0.1,0.48,0.173,103,reviewed,nc,nc
2019-05-11T04:06:27.600Z,36.6956667,-84.074,25.21,2.63,md,19,95,0.2971,0.29,se,se60271236,2019-08-01T17:15:10.040Z,"10km ESE of Williamsburg, Kentucky",earthquake,0.59,1.92,0.084,16,reviewed,se,se
2019-05-11T00:04:15.280Z,36.124,-117.6676667,2.78,2.61,ml,38,53,0.06836,0.14,ci,ci38588544,2019-05-11T01:01:23.340Z,"27km ENE of Coso Junction, CA",earthquake,0.17,0.57,0.122,25,reviewed,ci,ci
2019-05-10T23:19:58.720Z,36.1231667,-117.6695,2.07,2.83,ml,44,38,0.0692,0.15,ci,ci38588448,2019-05-11T00:10:50.380Z,"26km ENE of Coso Junction, CA",earthquake,0.15,0.3,0.175,25,reviewed,ci,ci
2019-05-10T22:04:09.460Z,36.0778333,-84.4768333,12.17,2.53,md,21,58,0.3214,0.16,se,se60271191,2019-08-01T17:15:09.040Z,"8km NW of Coalfield, Tennessee",earthquake,0.4,1.53,0.095,16,reviewed,se,se
2019-05-10T17:21:10.500Z,31.521,-114.502,5.96,3.39,ml,6,222,0.567,0.03,ci,ci38587880,2019-08-01T17:15:09.040Z,"88km SSE of Estacion Coahuila, B.C., MX",earthquake,0.54,31.61,0.193,94,reviewed,ci,ci
2019-05-10T17:05:43.685Z,31.5275,-114.4669,10,4.1,mb,,123,0.588,0.47,us,us70003jcu,2019-08-01T17:15:09.040Z,"69km NNE of San Felipe, Mexico",earthquake,3,2,0.175,9,reviewed,us,us
2019-05-10T16:49:30.471Z,29.1258,-97.8985,5,3,mb_lg,,99,0.28,0.58,us,us70003jcb,2019-08-01T17:15:09.040Z,"13km SSE of Stockdale, Texas",earthquake,1.9,1.9,0.074,67,reviewed,us,us
2019-05-10T13:54:03.219Z,38.3512,-118.1981,7.3,2.7,ml,24,51.12,0.088,0.2583,nn,nn00684483,2019-08-01T17:15:09.040Z,"41km ESE of Hawthorne, Nevada",earthquake,,1.5,0.13,10,reviewed,nn,nn
2019-05-10T13:11:40.550Z,36.0715,-117.6873333,1.07,2.81,ml,30,34,0.07824,0.15,ci,ci38587488,2019-05-10T15:52:11.721Z,"24km E of Coso Junction, CA",earthquake,0.17,0.25,0.159,72,reviewed,ci,ci
2019-05-10T12:58:56.637Z,38.3584,-118.1793,11.1,3.6,ml,44,38.62,0.077,0.3044,nn,nn00684475,2019-08-01T17:15:09.040Z,"43km ESE of Hawthorne, Nevada",earthquake,,0.6,0.22,17,reviewed,nn,nn
2019-05-10T06:02:34.540Z,38.8221667,-122.8113333,3.34,2.68,md,65,28,,0.05,nc,nc73179645,2019-05-10T17:37:03.532Z,"7km NW of The Geysers, CA",earthquake,0.11,0.17,0.185,58,reviewed,nc,nc
2019-05-10T03:36:59.490Z,38.8035,-122.7785,1.32,2.82,md,64,26,,0.06,nc,nc73179615,2019-05-10T17:21:04.445Z,"4km NNW of The Geysers, CA",earthquake,0.09,0.17,0.244,40,reviewed,nc,nc
2019-05-09T21:30:58.980Z,39.3531667,-123.2293333,3.4,2.61,md,31,60,0.1428,0.09,nc,nc73179440,2019-05-10T17:24:18.940Z,"10km NNW of Redwood Valley, CA",earthquake,0.21,1.55,0.205,38,reviewed,nc,nc
2019-05-09T18:16:52.764Z,31.6579,-104.3494,5,2.6,mb_lg,,70,0.385,0.2,us,us70003iz7,2019-08-01T17:15:07.040Z,"71km W of Mentone, Texas",earthquake,1.8,1.9,0.092,42,reviewed,us,us
2019-05-09T17:40:41.960Z,47.6036,-92.6351,0,2.9,mb_lg,,106,0.841,0.12,us,us70003mjn,2019-08-01T17:15:21.040Z,"Minnesota",mining explosion,3.1,2,0.12,18,reviewed,us,us
2019-05-09T16:19:27.312Z,31.1491,-103.2776,4.96,2.7,ml,,55,0.232,0.54,us,us70003ivq,2019-08-01T17:15:07.040Z,"36km SE of Pecos, Texas",earthquake,1.4,3.5,0.097,80,reviewed,us,us
2019-05-09T06:14:46.884Z,31.241,-116.4595,7.9,3.8,mwr,,210,0.597,0.97,us,us70003iqi,2019-08-01T17:15:06.040Z,"53km S of Maneadero, Mexico",earthquake,3.5,5.6,,4,reviewed,us,ci
2019-05-08T21:29:37.050Z,32.6576667,-118.1076667,27.04,2.89,ml,45,210,0.4104,0.24,ci,ci38352055,2019-05-25T08:14:31.590Z,"29km SE of San Clemente Is. (SE tip), CA",earthquake,0.62,0.42,0.148,23,reviewed,ci,ci
2019-05-08T18:39:59.654Z,35.1106,-95.3323,5,2.5,mb_lg,,73,0.881,0.73,us,us70003iip,2019-08-01T17:15:06.040Z,"3km ESE of Quinton, Oklahoma",earthquake,1.6,1.9,0.147,12,reviewed,us,us
2019-05-08T17:31:46.060Z,35.9181667,-84.2191667,12.05,2.57,md,18,87,0.205,0.17,se,se60270626,2019-08-01T17:15:05.040Z,"7km NW of Farragut, Tennessee",earthquake,0.36,1.24,0.029,13,reviewed,se,se
2019-05-08T17:26:40.456Z,47.5345,-92.4189,0,2.6,mb_lg,,78,0.747,0.55,us,us70003ihp,2019-08-01T17:15:05.040Z,"Minnesota",mining explosion,4.6,2,0.147,12,reviewed,us,us
2019-05-08T16:14:59.220Z,33.2133333,-116.0665,10.63,3.48,ml,129,26,0.09488,0.21,ci,ci38351319,2019-08-01T17:15:05.040Z,"10km NE of Ocotillo Wells, CA",earthquake,0.11,0.32,0.155,272,reviewed,ci,ci
2019-05-08T12:25:14.324Z,45.8665,-111.3716,5,3,ml,,57,0.047,0.42,us,us70003iaa,2019-08-01T17:15:04.040Z,"3km WNW of Manhattan, Montana",earthquake,1.4,1.8,0.057,40,reviewed,us,us
2019-05-07T20:27:17.274Z,32.8643,-100.9152,2.03,2.9,mb_lg,,36,0.029,0.46,us,us70003i1i,2019-08-01T17:15:04.040Z,"16km N of Snyder, Texas",earthquake,1.5,6.5,0.052,95,reviewed,us,us
2019-05-07T09:27:04.270Z,32.8053333,-115.586,10.07,2.55,ml,49,53,0.04893,0.25,ci,ci38349279,2019-05-10T22:06:20.134Z,"3km NW of El Centro, CA",earthquake,0.23,0.51,0.156,67,reviewed,ci,ci
2019-05-07T05:18:27.140Z,37.3368333,-121.7015,8.09,2.61,md,81,32,,0.07,nc,nc73178225,2019-05-08T04:21:13.533Z,"12km ESE of Alum Rock, CA",earthquake,0.1,0.26,0.117,27,reviewed,nc,nc
2019-05-07T04:58:38.613Z,39.7889,-117.4933,5.2,3.9,ml,44,74.81,0.68,0.2315,nn,nn00684210,2019-08-01T17:15:03.040Z,"48km NW of Austin, Nevada",earthquake,,3.1,0.25,26,reviewed,nn,nn
2019-05-07T02:48:00.860Z,37.3381667,-121.6986667,8.36,2.56,md,78,31,,0.06,nc,nc73178180,2019-05-08T01:12:02.487Z,"12km ESE of Alum Rock, CA",earthquake,0.1,0.23,0.184,92,reviewed,nc,nc
2019-05-06T19:54:27.500Z,37.4066667,-118.6,11.15,2.57,md,33,111,0.0609,0.06,nc,nc73178050,2019-05-07T02:05:58.433Z,"1km SSW of Round Valley, CA",earthquake,0.22,0.84,0.238,36,reviewed,nc,nc
2019-05-05T18:31:53.820Z,42.6807,-111.5022,5,2.5,ml,,97,0.078,0.31,us,us70003jd6,2019-07-25T18:54:22.040Z,"8km ENE of Soda Springs, Idaho",earthquake,1.9,1.9,0.085,18,reviewed,us,us
2019-05-05T18:31:45.343Z,42.6542,-111.3121,5,2.5,ml,,53,0.182,0.93,us,us70003h34,2019-07-25T18:54:22.040Z,"23km E of Soda Springs, Idaho",earthquake,1.4,1.7,0.062,34,reviewed,us,us
2019-05-05T16:38:58.774Z,42.6698,-111.4856,6.41,2.8,ml,,50,0.087,0.53,us,us70003h2a,2019-07-25T18:54:22.040Z,"9km E of Soda Springs, Idaho",earthquake,1.9,7,0.041,77,reviewed,us,us
2019-05-05T15:55:28.249Z,42.6651,-111.4935,5,2.7,ml,,72,0.081,0.35,us,us70003h1r,2019-07-25T18:54:21.040Z,"9km E of Soda Springs, Idaho",earthquake,0.9,1.9,0.04,81,reviewed,us,us
2019-05-05T11:01:27.644Z,39.7787,-117.4412,0,3.1,ml,9,168.7,0.702,0.2638,nn,nn00684070,2019-07-25T18:54:21.040Z,"44km NW of Austin, Nevada",earthquake,,0,0.21,9,reviewed,nn,nn
2019-05-05T09:13:49.250Z,40.3965,-124.4445,27.33,2.61,md,17,238,0.1136,0.09,nc,nc73177355,2019-05-06T20:53:03.292Z,"16km WNW of Petrolia, CA",earthquake,0.93,0.62,0.15,38,reviewed,nc,nc
2019-05-05T06:12:19.854Z,44.5748,-114.2803,5,2.7,ml,,95,1.016,0.99,us,us70003gwx,2019-07-25T18:54:20.040Z,"8km NNW of Challis, Idaho",earthquake,1.8,1.9,0.051,50,reviewed,us,us
2019-05-04T19:19:59.286Z,43.5723,-105.1253,0,3.2,ml,,151,1.377,0.9,us,us70003gq4,2019-07-25T18:54:17.040Z,"Wyoming",mining explosion,3.9,1.8,0.083,27,reviewed,us,us
2019-05-04T18:08:19.460Z,38.8123333,-122.8148333,3.06,2.67,md,65,23,,0.06,nc,nc73176880,2019-05-06T21:39:04.538Z,"6km NW of The Geysers, CA",earthquake,0.13,0.19,0.101,29,reviewed,nc,nc
2019-05-04T17:23:47.154Z,31.655,-104.2932,5,2.8,ml,,67,0.356,0.44,us,us70003gps,2019-07-25T18:54:16.040Z,"66km W of Mentone, Texas",earthquake,1.3,1.9,0.074,85,reviewed,us,us
2019-05-04T11:24:43.610Z,40.741,-123.2525,30.06,2.9,md,28,52,0.08478,0.11,nc,nc73176765,2019-05-06T20:38:03.212Z,"22km NNW of Hayfork, CA",earthquake,0.36,0.66,0.175,48,reviewed,nc,nc
2019-05-03T23:40:06.919Z,31.1092,-103.2475,5.29,3,ml,,54,0.2,0.44,us,us70003ght,2019-07-25T18:54:14.040Z,"41km SE of Pecos, Texas",earthquake,1.1,3.5,0.071,86,reviewed,us,us
2019-05-03T21:30:09.896Z,44.5073,-105.367,0,3.7,ml,,181,2.037,0.83,us,us70003ggq,2019-07-25T18:54:13.040Z,"Wyoming",mining explosion,6.9,1.9,0.04,82,reviewed,us,us
2019-05-03T16:30:53.971Z,47.573,-92.4873,0,3,mb_lg,,104,0.766,1.02,us,us70003gbt,2019-07-25T18:54:13.040Z,"Minnesota",mining explosion,3.9,2,0.093,30,reviewed,us,us
2019-05-03T12:10:13.130Z,41.3496667,-111.3106667,0.32,2.73,ml,25,79,0.1856,0.23,uu,uu60323472,2019-07-25T18:54:12.040Z,"30km WNW of Evanston, Wyoming",earthquake,0.54,4.34,0.2,10,reviewed,uu,uu
2019-05-03T10:05:46.570Z,35.5483333,-120.805,4.91,2.96,md,60,78,0.06795,0.08,nc,nc73176190,2019-07-25T18:54:11.040Z,"9km W of Templeton, CA",earthquake,0.16,0.48,0.144,82,reviewed,nc,nc
2019-05-03T05:22:38.610Z,35.5496667,-120.808,4.55,3.32,mw,66,103,0.07025,0.08,nc,nc73176070,2019-08-07T01:44:28.552Z,"9km W of Templeton, CA",earthquake,0.15,0.45,,3,reviewed,nc,nc
2019-05-03T04:11:18.400Z,33.8195,-119.3038333,5.89,3.03,ml,54,87,0.3266,0.26,ci,ci38343375,2019-07-25T18:54:10.040Z,"31km SE of Santa Cruz Is. (E end), CA",earthquake,0.25,31.61,0.138,164,reviewed,ci,ci
2019-05-03T00:52:49.460Z,39.6411667,-123.1003333,3.43,2.67,md,45,44,0.2003,0.11,nc,nc73175965,2019-05-04T02:09:03.641Z,"21km SE of Covelo, CA",earthquake,0.16,0.74,0.23,50,reviewed,nc,nc
2019-05-02T22:00:31.540Z,33.3153333,-116.416,7.74,2.55,ml,100,23,0.04246,0.19,ci,ci38342847,2019-05-03T06:03:14.332Z,"8km NNW of Borrego Springs, CA",earthquake,0.12,0.46,0.197,24,reviewed,ci,ci
2019-05-02T17:00:04.552Z,47.384,-93.0927,0,3.1,mb_lg,,72,1.217,0.59,us,us70003fuc,2019-07-25T18:54:09.040Z,"Minnesota",mining explosion,2.9,1.6,0.095,29,reviewed,us,us
2019-05-02T10:33:25.640Z,38.8268333,-122.7898333,1.43,2.74,md,66,34,0.01157,0.08,nc,nc73175735,2019-05-08T09:15:05.738Z,"6km W of Cobb, CA",earthquake,0.1,0.16,0.179,57,reviewed,nc,nc
2019-05-02T05:17:54.700Z,38.5431667,-122.5951667,10.86,3.2,mw,96,97,0.1013,0.14,nc,nc73175485,2019-07-25T18:54:07.040Z,"4km SSW of Calistoga, CA",earthquake,0.21,0.34,,3,reviewed,nc,nc
2019-05-02T04:35:28.886Z,39.8226,-117.4824,0.5,2.8,ml,14,79,0.71,0.121,nn,nn00683781,2019-07-25T18:54:06.040Z,"50km NW of Austin, Nevada",earthquake,,1.9,0.32,12,reviewed,nn,nn
2019-05-02T00:56:40.720Z,32.1126667,-115.066,19.1,2.91,ml,21,153,0.1899,0.24,ci,ci38341295,2019-05-02T16:35:21.737Z,"11km SW of Estacion Coahuila, B.C., MX",earthquake,0.71,0.73,0.119,44,reviewed,ci,ci
2019-05-01T20:23:45.474Z,43.6509,-105.2661,0,3.1,ml,,150,1.359,0.78,us,us70003jb6,2019-07-25T18:54:05.040Z,"Wyoming",mining explosion,6.2,1.9,0.048,57,reviewed,us,us
2019-05-01T19:30:20.515Z,37.9968,-118.4123,10.6,3.9,ml,29,26.54,0.144,0.1628,nn,nn00683728,2019-07-25T18:54:05.040Z,"61km SSE of Hawthorne, Nevada",earthquake,,1.2,0.34,10,reviewed,nn,nn
2019-05-01T18:26:21.750Z,39.0851,-118.6075,5.4,2.7,ml,22,99.82,0.44,0.1236,nn,nn00683717,2019-07-25T18:54:05.040Z,"45km SSE of Fallon, Nevada",earthquake,,1.9,0.23,9,reviewed,nn,nn
2019-05-01T17:41:37.630Z,37.4463333,-118.6666667,14.04,2.96,ml,39,123,0.1242,0.04,nc,nc73175220,2019-07-25T18:54:04.040Z,"7km WNW of Round Valley, CA",earthquake,0.24,0.66,0.258,11,reviewed,nc,nc
2019-05-01T17:33:12.153Z,47.5714,-92.637,0,2.9,mb_lg,,107,0.856,0.68,us,us70003f7t,2019-07-25T18:54:04.040Z,"Minnesota",mining explosion,3.8,2,0.106,23,reviewed,us,us
2019-05-01T16:33:20.316Z,39.8453,-117.4093,4.1,2.6,ml,8,205.62,0.765,0.1605,nn,nn00683702,2019-07-25T18:54:04.040Z,"48km NW of Austin, Nevada",earthquake,,7.8,0.2,7,reviewed,nn,nn
2019-05-01T15:35:15.547Z,39.0845,-118.6099,5.2,2.9,ml,23,99.72,0.442,0.1234,nn,nn00683698,2019-07-25T18:54:04.040Z,"45km SSE of Fallon, Nevada",earthquake,,1.7,0.19,9,reviewed,nn,nn
2019-05-01T00:26:28.470Z,39.3445,-123.2426667,4.41,2.73,md,39,80,0.1444,0.1,nc,nc73174845,2019-05-02T05:38:21.498Z,"9km NNW of Redwood Valley, CA",earthquake,0.18,0.96,0.264,49,reviewed,nc,nc
2019-05-01T00:14:08.950Z,39.7993,-117.4575,4.5,3.1,ml,14,121.42,0.707,0.1911,nn,nn00683673,2019-07-25T18:54:03.040Z,"47km NW of Austin, Nevada",earthquake,,3.7,0.12,8,reviewed,nn,nn
2019-04-30T20:32:28.830Z,32.1195,-115.0708333,18.83,3.32,ml,22,152,0.1829,0.35,ci,ci37418485,2019-07-25T18:54:03.040Z,"10km SW of Estacion Coahuila, B.C., MX",earthquake,0.88,1.12,0.149,40,reviewed,ci,ci
2019-04-30T20:31:24.160Z,32.113,-115.0548333,19.26,3.29,ml,18,153,0.1902,0.28,ci,ci38339119,2019-07-25T18:54:03.040Z,"10km SSW of Estacion Coahuila, B.C., MX",earthquake,0.8,0.94,0.124,44,reviewed,ci,ci
2019-04-30T18:58:41.690Z,32.116,-115.0598333,16.22,2.71,ml,18,153,0.1869,0.18,ci,ci38338983,2019-04-30T19:52:27.330Z,"10km SSW of Estacion Coahuila, B.C., MX",earthquake,0.66,1.3,0.153,51,reviewed,ci,ci
2019-04-30T17:10:49.960Z,35.7973333,-121.3973333,7.46,3.44,ml,81,191,0.1351,0.08,nc,nc73174665,2019-07-25T18:54:02.040Z,"25km NW of San Simeon, CA",earthquake,0.24,0.44,0.135,60,reviewed,nc,nc
2019-04-30T16:46:06.850Z,32.1121667,-115.0556667,19.63,3.29,ml,22,153,0.191,0.3,ci,ci38338823,2019-07-25T18:54:02.040Z,"10km SSW of Estacion Coahuila, B.C., MX",earthquake,0.84,0.98,0.162,53,reviewed,ci,ci
2019-04-30T15:13:20.970Z,32.1176667,-115.0593333,19.46,2.98,ml,23,153,0.1852,0.24,ci,ci38338687,2019-07-25T18:54:02.040Z,"10km SSW of Estacion Coahuila, B.C., MX",earthquake,0.53,0.65,0.15,43,reviewed,ci,ci
2019-04-30T10:11:02.809Z,39.8116,-117.448,3.5,3.1,ml,11,118.76,0.721,0.1573,nn,nn00683614,2019-07-25T18:54:02.040Z,"48km NW of Austin, Nevada",earthquake,,2.9,0.24,6,reviewed,nn,nn
2019-04-30T06:53:20.310Z,32.1547,-102.6226,1.01,2.9,ml,,46,0.071,0.25,us,us70003egd,2019-07-25T18:54:01.040Z,"19km SSW of Andrews, Texas",earthquake,1.3,0.5,0.085,18,reviewed,us,us
2019-04-30T06:02:56.995Z,39.7127,-117.4548,6.4,3.5,ml,10,70.78,0.652,0.2498,nn,nn00683604,2019-07-25T18:54:01.040Z,"41km NW of Austin, Nevada",earthquake,,6.2,0.31,5,reviewed,nn,nn
2019-04-30T05:04:06.310Z,39.3483333,-123.2481667,3.08,2.64,md,41,81,0.1389,0.1,nc,nc73174480,2019-05-02T05:40:13.657Z,"10km NNW of Redwood Valley, CA",earthquake,0.15,1.55,0.216,47,reviewed,nc,nc
2019-04-30T04:51:25.095Z,36.6971,-97.6852,2.95,3.1,mwr,,49,0.208,0.19,us,us70003ef7,2019-07-25T18:54:01.040Z,"12km SSE of Medford, Oklahoma",earthquake,0.9,2.4,,21,reviewed,us,slm
2019-04-29T22:54:04.300Z,33.0866667,-117.7883333,12.57,2.98,ml,113,167,0.3472,0.28,ci,ci38338143,2019-07-13T18:42:52.040Z,"41km WSW of Camp Pendleton South, CA",earthquake,0.28,1.05,0.145,232,reviewed,ci,ci
2019-04-29T19:52:04.420Z,38.8166667,-122.802,3.5,2.97,ml,74,20,,0.08,nc,nc73174130,2019-07-13T18:42:52.040Z,"6km NW of The Geysers, CA",earthquake,0.12,0.18,0.2,31,reviewed,nc,nc
2019-04-29T19:43:13.640Z,38.8188333,-122.8,3.57,2.87,ml,61,20,0.009093,0.07,nc,nc73174115,2019-04-30T03:18:03.593Z,"6km NW of The Geysers, CA",earthquake,0.13,0.21,0.148,17,reviewed,nc,nc
2019-04-29T19:42:59.390Z,38.8228333,-122.8008333,3.11,2.54,md,37,60,0.00724,0.05,nc,nc73174105,2019-05-03T00:43:02.823Z,"6km NW of The Geysers, CA",earthquake,0.22,0.2,0.174,7,reviewed,nc,nc
2019-04-29T18:06:46.679Z,47.4826,-113.0295,21.31,2.6,ml,,107,0.396,1.01,us,us70003e60,2019-07-13T18:42:52.040Z,"48km NE of Seeley Lake, Montana",earthquake,3,7.8,0.209,15,reviewed,us,mb
2019-04-29T18:02:22.663Z,39.8395,-117.4551,3.6,2.6,ml,10,253.25,0.737,0.1591,nn,nn00683534,2019-07-13T18:42:52.040Z,"50km NW of Austin, Nevada",earthquake,,8,0.25,6,reviewed,nn,nn
2019-04-29T17:46:11.440Z,37.4188333,-118.3655,7.2,2.96,md,33,112,0.05156,0.06,nc,nc73174035,2019-07-13T18:42:52.040Z,"6km NE of Dixon Lane-Meadow Creek, CA",earthquake,0.28,0.68,0.194,43,reviewed,nc,nc
2019-04-29T17:37:01.330Z,37.4186667,-118.3635,7.25,3.8,mw,39,86,0.05315,0.06,nc,nc73174010,2019-07-13T18:42:52.040Z,"6km NE of Dixon Lane-Meadow Creek, CA",earthquake,0.25,0.66,,5,reviewed,nc,nc
2019-04-29T16:12:10.020Z,43.7546,-105.4367,0,3.5,ml,,59,1.36,0.69,us,us70003e28,2019-07-13T18:42:52.040Z,"Wyoming",mining explosion,2.8,1.9,0.042,73,reviewed,us,us
2019-04-29T07:16:08.380Z,39.3476667,-123.2351667,3.07,4.32,mw,52,57,0.1448,0.1,nc,nc73173775,2019-07-13T18:42:51.040Z,"10km NNW of Redwood Valley, CA",earthquake,0.13,1.5,,5,reviewed,nc,nc
2019-04-29T05:18:28.740Z,44.2948,-110.6117,2.99,2.6,ml,,124,0.103,0.35,us,us70003e0m,2019-07-13T18:42:52.040Z,"25km SE of Old Faithful Geyser, Wyoming",earthquake,1.1,4.7,0.394,6,reviewed,uu,uu
2019-04-29T03:16:36.435Z,39.801,-117.4407,3.1,3.1,ml,7,81.33,0.718,0.1604,nn,nn00683481,2019-07-13T18:42:50.040Z,"46km NW of Austin, Nevada",earthquake,,3,0.26,3,reviewed,nn,nn
2019-04-29T00:13:14.280Z,33.315,-116.4198333,8.21,3.31,ml,134,19,0.04673,0.21,ci,ci38337167,2019-07-13T18:42:50.040Z,"8km NNW of Borrego Springs, CA",earthquake,0.1,0.4,0.158,280,reviewed,ci,ci
2019-04-28T21:56:49.435Z,39.7909,-117.4778,3.8,4.1,ml,15,118.16,0.69,0.2006,nn,nn00683467,2019-07-13T18:42:50.040Z,"48km NW of Austin, Nevada",earthquake,,4.1,0.19,9,reviewed,nn,nn
2019-04-28T20:13:45.047Z,39.8022,-117.4714,2.8,3.3,ml,12,118.79,0.701,0.2369,nn,nn00683456,2019-07-13T18:42:49.040Z,"48km NW of Austin, Nevada",earthquake,,4.6,0.11,7,reviewed,nn,nn
2019-04-28T17:10:40.277Z,39.7957,-117.4572,4.8,3.5,ml,7,70.61,0.705,0.1047,nn,nn00683441,2019-07-13T18:42:49.040Z,"47km NW of Austin, Nevada",earthquake,,9.2,0.32,5,reviewed,nn,nn
2019-04-28T17:03:16.906Z,39.7969,-117.4942,4,4,ml,23,73.23,0.685,0.1711,nn,nn00683435,2019-07-13T18:42:49.040Z,"49km NW of Austin, Nevada",earthquake,,3.2,0.25,17,reviewed,nn,nn
2019-04-28T12:12:42.630Z,39.8931667,-120.0496667,4.58,2.62,md,23,155,0.2934,0.22,nc,nc73173370,2019-04-30T04:32:03.012Z,"13km NE of Chilcoot-Vinton, CA",earthquake,0.53,1.56,0.139,36,reviewed,nc,nc
2019-04-28T08:04:25.388Z,39.7973,-117.4622,1.5,2.5,ml,10,225.61,0.703,0.2181,nn,nn00683408,2019-07-13T18:42:48.040Z,"47km NW of Austin, Nevada",earthquake,,4.3,0.29,5,reviewed,nn,nn
2019-04-28T05:19:41.448Z,39.7339,-117.564,13.8,2.9,ml,12,120.03,0.603,0.3157,nn,nn00683395,2019-07-13T18:42:47.040Z,"50km WNW of Austin, Nevada",earthquake,,3.3,0.32,12,reviewed,nn,nn
2019-04-27T18:54:39.240Z,41.4165,-123.5021667,38.93,2.52,md,12,103,0.1425,0.2,nc,nc73173110,2019-05-07T00:11:02.888Z,"5km NNW of Somes Bar, CA",earthquake,1.83,0.71,0.09,27,reviewed,nc,nc
2019-04-27T18:46:09.366Z,32.6415,-109.0334,8.58,2.8,ml,,78,0.099,0.85,us,us70003d2p,2019-07-13T18:42:44.040Z,"44km NW of Lordsburg, New Mexico",earthquake,2.9,5.7,0.059,38,reviewed,us,us
2019-04-27T17:40:45.442Z,31.2855,-103.4097,4.53,2.7,mb_lg,,58,0.371,0.5,us,us70003d1f,2019-07-13T18:42:44.040Z,"17km SSE of Pecos, Texas",earthquake,0.7,5,0.088,39,reviewed,us,us
2019-04-27T17:23:18.231Z,43.642,-105.4487,0,3.4,ml,,171,1.265,1.11,us,us70003d12,2019-07-13T18:42:44.040Z,"Wyoming",mining explosion,6.2,1.9,0.052,49,reviewed,us,us
2019-04-27T17:07:30.030Z,36.607,-121.2071667,2.48,2.58,md,57,45,0.03935,0.07,nc,nc73173065,2019-04-30T19:48:02.647Z,"10km NW of Pinnacles, CA",earthquake,0.12,0.32,0.181,86,reviewed,nc,nc
2019-04-27T17:01:04.768Z,32.6665,-109.0994,10,3.4,mwr,,59,0.112,0.63,us,us70003d0h,2019-07-13T18:42:44.040Z,"46km SSE of Clifton, Arizona",earthquake,1.3,2,,40,reviewed,us,slm
2019-04-27T12:33:51.460Z,38.8336667,-122.78,1.93,2.86,ml,71,45,,0.08,nc,nc73172925,2019-07-13T18:42:43.040Z,"5km WNW of Cobb, CA",earthquake,0.12,0.18,0.215,32,reviewed,nc,nc
